,ID_TRAMO,total_samples,min_diff,max_diff,mean_diff,median_diff,std_diff,significant_deviations,deviation_rate
376,377,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
377,378,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
378,379,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
379,380,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
380,381,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
381,382,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
382,383,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
383,384,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
384,385,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
385,386,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
386,387,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
387,388,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
388,389,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
389,390,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
390,391,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
391,392,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
392,393,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
393,394,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
394,395,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
395,396,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
396,397,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
397,398,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
398,399,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
399,401,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
400,402,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
401,403,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
402,404,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
403,405,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
404,406,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
405,407,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
406,408,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
407,409,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
408,410,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
409,411,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
410,412,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
411,413,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
412,414,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
413,415,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
414,416,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
415,417,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
416,418,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
417,419,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
418,420,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
419,421,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
420,422,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
421,423,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
422,424,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
423,425,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
424,426,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
425,427,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
426,428,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
427,429,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
428,430,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
429,431,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
430,432,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
431,433,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
432,434,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
433,435,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
434,436,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
435,437,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
436,438,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
437,439,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
438,440,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
439,441,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
440,442,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
441,443,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
442,444,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
443,445,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
444,446,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
445,447,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
446,448,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
447,449,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
448,450,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
449,451,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
450,452,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
451,453,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
452,454,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
453,455,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
454,456,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
455,457,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
456,458,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
457,459,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
458,460,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
459,461,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
460,462,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
461,463,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
462,464,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
463,465,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
464,466,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
465,467,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
466,468,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
467,469,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
468,470,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
469,471,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
470,472,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
471,473,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
472,474,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
473,475,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
474,476,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
475,477,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
476,478,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
477,479,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
478,480,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
479,481,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
480,482,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
481,483,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
482,484,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
483,485,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
484,486,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
485,487,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
486,488,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
487,489,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
488,490,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
489,491,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
490,492,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
491,493,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
492,494,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
493,501,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
494,502,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
495,503,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
496,504,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
497,505,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
498,506,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
